playerID,birthYear,nameFirst,nameLast,weight,height,bats,throws,debut
aardsda01,1981.0,David,Aardsma,220.0,75.0,R,R,2004-04-06
aasedo01,1954.0,Don,Aase,190.0,75.0,R,R,1977-07-26
abadan01,1972.0,Andy,Abad,184.0,73.0,L,L,2001-09-10
abadfe01,1985.0,Fernando,Abad,220.0,73.0,L,L,2010-07-28
abbotje01,1972.0,Jeff,Abbott,190.0,74.0,R,L,1997-06-10
abbotji01,1967.0,Jim,Abbott,200.0,75.0,L,L,1989-04-08
abbotku01,1969.0,Kurt,Abbott,180.0,71.0,R,R,1993-09-07
abbotky01,1968.0,Kyle,Abbott,200.0,76.0,L,L,1991-09-10
abbotpa01,1967.0,Paul,Abbott,185.0,75.0,R,R,1990-08-21
abercre01,1980.0,Reggie,Abercrombie,215.0,75.0,R,R,2006-04-04
abernbr01,1977.0,Brent,Abernathy,185.0,73.0,R,R,2001-06-25
abnersh01,1966.0,Shawn,Abner,190.0,73.0,R,R,1987-09-08
abregjo01,1962.0,Johnny,Abrego,185.0,72.0,R,R,1985-09-04
abreubo01,1974.0,Bobby,Abreu,220.0,72.0,L,R,1996-09-01
abreujo02,1987.0,Jose,Abreu,255.0,75.0,R,R,2014-03-31
abreuju01,1985.0,Juan,Abreu,185.0,72.0,R,R,2011-08-29
abreuto01,1984.0,Tony,Abreu,200.0,70.0,B,R,2007-05-22
abreuwi01,1977.0,Winston,Abreu,170.0,74.0,R,R,2006-08-06
accarje01,1981.0,Jeremy,Accardo,195.0,72.0,R,R,2005-05-04
aceveal01,1982.0,Alfredo,Aceves,205.0,74.0,R,R,2008-08-31
acevejo01,1977.0,Jose,Acevedo,185.0,72.0,R,R,2001-06-19
aceveju01,1970.0,Juan,Acevedo,245.0,74.0,R,R,1995-04-30
achteaj01,1988.0,A. J.,Achter,205.0,77.0,R,R,2014-09-03
ackerji01,1958.0,Jim,Acker,210.0,74.0,R,R,1983-04-07
ackledu01,1988.0,Dustin,Ackley,205.0,73.0,L,R,2011-06-17
acostma01,1981.0,Manny,Acosta,215.0,76.0,R,R,2007-08-12
acrema01,1968.0,Mark,Acre,235.0,80.0,R,R,1994-05-13
actama99,1969.0,Manny,Acta,172.0,74.0,R,R,
adairbi99,1913.0,Bill,Adair,168.0,72.0,R,R,
adamecr01,1991.0,Cristhian,Adames,185.0,72.0,B,R,2014-07-29
adamsau01,1986.0,Austin,Adams,200.0,71.0,R,R,2014-07-12
adamsda02,1987.0,David,Adams,205.0,73.0,R,R,2013-05-15
adamsjo02,1971.0,Joel,Adamson,185.0,76.0,L,L,1996-04-10
adamsla01,1989.0,Lane,Adams,190.0,76.0,R,R,2014-09-01
adamsma01,1988.0,Matt,Adams,260.0,75.0,L,R,2012-05-20
adamsmi03,1978.0,Mike,Adams,210.0,77.0,R,R,2004-05-18
adamsri02,1959.0,Ricky,Adams,180.0,74.0,R,R,1982-09-15
adamsru01,1980.0,Russ,Adams,205.0,72.0,L,R,2004-09-03
adamsry01,1987.0,Ryan,Adams,185.0,71.0,R,R,2011-05-20
adamste01,1973.0,Terry,Adams,180.0,75.0,R,R,1995-08-10
adamswi02,1972.0,Willie,Adams,215.0,79.0,R,R,1996-06-11
adcocna01,1988.0,Nathan,Adcock,235.0,76.0,R,R,2011-03-31
adducji01,1959.0,Jim,Adduci,200.0,77.0,L,L,1983-09-12
adducji02,1985.0,Jim,Adduci,210.0,74.0,L,L,2013-09-01
adenhni01,1986.0,Nick,Adenhart,185.0,75.0,R,R,2008-05-01
adkinjo01,1977.0,Jon,Adkins,200.0,72.0,L,R,2003-08-14
adkinst01,1964.0,Steve,Adkins,210.0,78.0,R,L,1990-09-12
adriaeh01,1989.0,Ehire,Adrianza,170.0,73.0,B,R,2013-09-08
afenitr01,1963.0,Troy,Afenir,185.0,76.0,R,R,1987-09-14
affelje01,1979.0,Jeremy,Affeldt,225.0,76.0,L,L,2002-04-06
agbaybe01,1971.0,Benny,Agbayani,225.0,72.0,R,R,1998-06-17
agostju01,1958.0,Juan,Agosto,190.0,74.0,L,L,1981-09-07
aguaylu01,1959.0,Luis,Aguayo,173.0,69.0,R,R,1980-04-19
aguilch01,1979.0,Chris,Aguila,200.0,71.0,R,R,2004-06-28
aguilje01,1990.0,Jesus,Aguilar,250.0,75.0,R,R,2014-05-15
aguilri01,1961.0,Rick,Aguilera,195.0,76.0,R,R,1985-06-12
ahearpa01,1969.0,Pat,Ahearne,195.0,75.0,R,R,1995-06-14
ahmedni01,1990.0,Nick,Ahmed,195.0,74.0,R,R,2014-06-29
aikenwi01,1954.0,Willie,Aikens,220.0,75.0,L,R,1977-05-17
ainswku01,1978.0,Kurt,Ainsworth,192.0,75.0,R,R,2001-09-05
akerfda01,1962.0,Darrel,Akerfelds,210.0,74.0,R,R,1986-08-01
albagi01,1960.0,Gibson,Alba,160.0,74.0,L,L,1988-05-03
albaljo01,1982.0,Jonathan,Albaladejo,270.0,77.0,R,R,2007-09-05
alberan01,1985.0,Andrew,Albers,200.0,73.0,R,L,2013-08-06
alberha01,1992.0,Hanser,Alberto,215.0,71.0,R,R,2015-05-29
alberjo01,1969.0,Jose,Alberro,190.0,74.0,R,R,1995-04-27
alberma01,1983.0,Matt,Albers,225.0,73.0,L,R,2006-07-25
albural01,1986.0,Al,Alburquerque,195.0,72.0,R,R,2011-04-15
alcanar01,1991.0,Arismendy,Alcantara,170.0,70.0,B,R,2014-07-09
alcanis01,1973.0,Israel,Alcantara,180.0,74.0,R,R,2000-06-25
aldremi01,1961.0,Mike,Aldrete,180.0,71.0,L,L,1986-05-28
aldresc01,1968.0,Scott,Aldred,195.0,76.0,L,L,1990-09-09
aldrico01,1979.0,Cory,Aldridge,210.0,72.0,L,R,2001-09-05
aldrija01,1961.0,Jay,Aldrich,210.0,75.0,R,R,1987-06-05
alexado01,1950.0,Doyle,Alexander,190.0,75.0,R,R,1971-06-26
alexage01,1968.0,Gerald,Alexander,190.0,71.0,R,R,1990-09-09
alexama02,1971.0,Manny,Alexander,150.0,70.0,R,R,1992-09-18
alfarja01,1977.0,Jason,Alfaro,185.0,70.0,R,R,2004-09-09
alfonan01,1972.0,Antonio,Alfonseca,250.0,77.0,R,R,1997-06-17
alfoned01,1973.0,Edgardo,Alfonzo,210.0,71.0,R,R,1995-04-26
alfonel01,1979.0,Eliezer,Alfonzo,220.0,71.0,R,R,2006-06-03
alicelu01,1965.0,Luis,Alicea,165.0,69.0,B,R,1988-04-23
allanan01,1961.0,Andy,Allanson,220.0,77.0,R,R,1986-04-07
allenbr01,1986.0,Brandon,Allen,230.0,74.0,L,R,2009-08-22
allench01,1975.0,Chad,Allen,195.0,73.0,R,R,1999-04-06
allenco01,1988.0,Cody,Allen,210.0,73.0,R,R,2012-07-20
allendu01,1972.0,Dusty,Allen,215.0,76.0,R,R,2000-07-01
allenga01,1955.0,Gary,Allenson,185.0,71.0,R,R,1979-04-08
allenje01,1972.0,Jermaine,Allensworth,178.0,72.0,R,R,1996-07-23
allenlu01,1978.0,Luke,Allen,208.0,74.0,L,R,2002-09-10
allenne01,1958.0,Neil,Allen,185.0,75.0,R,R,1979-04-15
allenro02,1959.0,Rod,Allen,185.0,73.0,R,R,1983-04-07
allisda01,1966.0,Dana,Allison,215.0,75.0,R,L,1991-04-12
allrebe01,1965.0,Beau,Allred,190.0,72.0,L,L,1989-09-07
almanar01,1972.0,Armando,Almanza,205.0,75.0,L,L,1999-07-29
almanca01,1973.0,Carlos,Almanzar,166.0,74.0,R,R,1997-09-04
almonab01,1989.0,Abraham,Almonte,210.0,69.0,B,R,2013-08-30
almonbi01,1952.0,Bill,Almon,180.0,75.0,R,R,1974-09-02
almoned01,1976.0,Edwin,Almonte,200.0,75.0,R,R,2003-07-07
almoner01,1978.0,Erick,Almonte,245.0,74.0,R,R,2001-09-04
almonhe01,1975.0,Hector,Almonte,190.0,74.0,R,R,1999-07-26
almonmi01,1993.0,Miguel,Almonte,180.0,74.0,R,R,2015-09-01
almonzo01,1989.0,Zoilo,Almonte,205.0,72.0,B,R,2013-06-19
alomaro01,1968.0,Roberto,Alomar,184.0,72.0,B,R,1988-04-22
alomasa02,1966.0,Sandy,Alomar,200.0,77.0,R,R,1988-09-30
alonsyo01,1987.0,Yonder,Alonso,230.0,73.0,L,R,2010-09-01
aloumo01,1966.0,Moises,Alou,185.0,75.0,R,R,1990-07-26
alstoga01,1971.0,Garvin,Alston,185.0,74.0,R,R,1996-06-06
altheaa01,1991.0,Aaron,Altherr,215.0,77.0,R,R,2014-06-16
altuvjo01,1990.0,Jose,Altuve,165.0,66.0,R,R,2011-07-20
alvarab01,1982.0,Abe,Alvarez,190.0,74.0,L,L,2004-07-22
alvarcl01,1968.0,Clemente,Alvarez,180.0,71.0,R,R,2000-09-19
alvarda01,1989.0,Dario,Alvarez,170.0,73.0,L,L,2014-09-03
alvarda02,1988.0,Dariel,Alvarez,180.0,74.0,R,R,2015-08-28
alvarga01,1974.0,Gabe,Alvarez,185.0,73.0,R,R,1998-06-22
alvarhe01,1990.0,Henderson,Alvarez,205.0,72.0,R,R,2011-08-10
alvarjo01,1956.0,Jose,Alvarez,170.0,70.0,R,R,1981-10-01
alvarjo02,1989.0,Jose,Alvarez,180.0,71.0,L,L,2013-06-09
alvarju01,1973.0,Juan,Alvarez,180.0,73.0,L,L,1999-09-01
alvarpe01,1987.0,Pedro,Alvarez,250.0,75.0,L,R,2010-06-16
alvarrj01,1991.0,R. J.,Alvarez,225.0,74.0,R,R,2014-09-03
alvarta01,1971.0,Tavo,Alvarez,245.0,75.0,R,R,1995-08-21
alvarto01,1979.0,Tony,Alvarez,200.0,73.0,R,R,2002-09-04
alvarvi01,1976.0,Victor,Alvarez,150.0,70.0,L,L,2002-07-30
alvarwi01,1970.0,Wilson,Alvarez,175.0,73.0,L,L,1989-07-24
amarari01,1962.0,Rich,Amaral,175.0,72.0,R,R,1991-05-27
amarial01,1989.0,Alexi,Amarista,160.0,66.0,L,R,2011-04-26
amaroru02,1965.0,Ruben,Amaro,170.0,70.0,B,R,1991-06-08
ambrech01,1979.0,Chip,Ambres,190.0,73.0,R,R,2005-07-20
ambrihe01,1984.0,Hector,Ambriz,235.0,74.0,L,R,2010-04-30
amelued01,1959.0,Ed,Amelung,180.0,71.0,L,L,1984-07-28
amesst01,1988.0,Steve,Ames,205.0,73.0,R,R,2013-07-30
amezaal01,1978.0,Alfredo,Amezaga,165.0,71.0,B,R,2002-05-24
anderal02,1964.0,Allan,Anderson,178.0,71.0,L,L,1986-06-11
anderbr01,1964.0,Brady,Anderson,170.0,73.0,L,L,1988-04-04
anderbr02,1972.0,Brian,Anderson,190.0,73.0,L,L,1993-09-10
anderbr03,1982.0,Brian,Anderson,220.0,74.0,R,R,2005-08-16
anderbr04,1988.0,Brett,Anderson,240.0,75.0,L,L,2009-04-10
anderbr05,1986.0,Bryan,Anderson,200.0,73.0,L,R,2010-04-15
anderch01,1987.0,Chase,Anderson,194.0,73.0,R,R,2014-05-11
anderco01,1990.0,Cody,Anderson,240.0,76.0,R,R,2015-06-21
anderda02,1960.0,Dave,Anderson,185.0,74.0,R,R,1983-05-08
anderdr01,1981.0,Drew,Anderson,195.0,74.0,L,R,2006-09-11
anderga01,1972.0,Garret,Anderson,190.0,75.0,L,L,1994-07-27
anderja01,1979.0,Jason,Anderson,188.0,72.0,L,R,2003-03-31
anderji02,1976.0,Jimmy,Anderson,195.0,73.0,L,L,1999-07-04
anderjo03,1982.0,Josh,Anderson,195.0,74.0,L,R,2007-09-02
anderke01,1963.0,Kent,Anderson,180.0,73.0,R,R,1989-04-15
anderla02,1953.0,Larry,Andersen,200.0,75.0,R,R,1975-09-05
anderla03,1987.0,Lars,Anderson,215.0,76.0,L,L,2010-09-06
anderma01,1976.0,Matt,Anderson,200.0,76.0,R,R,1998-06-25
anderma02,1974.0,Marlon,Anderson,190.0,70.0,L,R,1998-09-08
andermi02,1966.0,Mike,Anderson,200.0,75.0,R,R,1993-09-07
anderri02,1956.0,Rick,Anderson,175.0,72.0,R,R,1986-06-09
andersc01,1962.0,Scott,Anderson,190.0,78.0,R,R,1987-04-08
andinro01,1984.0,Robert,Andino,195.0,72.0,R,R,2005-09-04
andrast01,1978.0,Steve,Andrade,220.0,73.0,R,R,2006-05-01
andrecl01,1978.0,Clayton,Andrews,175.0,72.0,R,L,2000-04-16
andresh01,1971.0,Shane,Andrews,215.0,73.0,R,R,1995-04-26
andrima01,1989.0,Matt,Andriese,215.0,75.0,R,R,2015-04-10
andruel01,1988.0,Elvis,Andrus,200.0,72.0,R,R,2009-04-06
andujjo01,1952.0,Joaquin,Andujar,170.0,72.0,B,R,1976-04-08
andujlu01,1972.0,Luis,Andujar,175.0,74.0,R,R,1995-09-08
anglema01,1985.0,Matt,Angle,185.0,69.0,L,R,2011-07-17
ankieri01,1979.0,Rick,Ankiel,210.0,73.0,L,L,1999-08-23
annade01,1986.0,Dean,Anna,180.0,71.0,L,R,2014-04-04
anthoer01,1967.0,Eric,Anthony,195.0,74.0,L,L,1989-07-28
antonma01,1985.0,Matt,Antonelli,195.0,73.0,R,R,2008-09-01
aokino01,1982.0,Nori,Aoki,180.0,69.0,L,R,2012-04-06
appieke01,1967.0,Kevin,Appier,180.0,74.0,R,R,1989-06-04
aquingr01,1978.0,Greg,Aquino,190.0,73.0,R,R,2004-07-02
aquinlu01,1964.0,Luis,Aquino,155.0,72.0,R,R,1986-08-08
araujel01,1991.0,Elvis,Araujo,270.0,79.0,L,L,2015-05-05
archech01,1988.0,Chris,Archer,190.0,75.0,R,R,2012-06-20
arciaos01,1991.0,Oswaldo,Arcia,225.0,72.0,L,R,2013-04-15
ardoida01,1974.0,Danny,Ardoin,205.0,72.0,R,R,2000-08-02
arenano01,1991.0,Nolan,Arenado,205.0,74.0,R,R,2013-04-28
arencjp01,1986.0,J. P.,Arencibia,205.0,72.0,R,R,2010-08-07
ariasal01,1967.0,Alex,Arias,185.0,75.0,R,R,1992-05-12
ariasal02,1983.0,Alberto,Arias,155.0,71.0,R,R,2007-05-01
ariasge01,1972.0,George,Arias,190.0,71.0,R,R,1996-04-02
ariasjo01,1984.0,Joaquin,Arias,165.0,73.0,R,R,2006-09-13
armasma01,1969.0,Marcos,Armas,190.0,77.0,R,R,1993-05-25
armasto01,1953.0,Tony,Armas,182.0,71.0,R,R,1976-09-06
armasto02,1978.0,Tony,Armas,205.0,76.0,R,R,1999-08-16
armoubi99,1869.0,Bill,Armour,,,,,
armstja01,1965.0,Jack,Armstrong,220.0,77.0,R,R,1988-06-21
armstmi01,1954.0,Mike,Armstrong,193.0,75.0,R,R,1980-08-12
armstsh01,1990.0,Shawn,Armstrong,225.0,74.0,R,R,2015-08-08
arndtla01,1963.0,Larry,Arndt,195.0,73.0,R,R,1989-06-06
arnolja01,1974.0,Jamie,Arnold,190.0,74.0,R,R,1999-04-20
arnolsc01,1962.0,Scott,Arnold,210.0,74.0,R,R,1988-04-07
arnolto01,1959.0,Tony,Arnold,170.0,71.0,R,R,1986-08-09
arnsbbr01,1963.0,Brad,Arnsberg,205.0,76.0,R,R,1986-09-06
arochre01,1964.0,Rene,Arocha,180.0,72.0,R,R,1993-04-09
arojo01,1990.0,Jonathan,Aro,235.0,72.0,R,R,2015-06-25
arredjo01,1984.0,Jose,Arredondo,190.0,72.0,R,R,2008-05-14
arrieja01,1986.0,Jake,Arrieta,225.0,76.0,R,R,2010-06-10
arrojro01,1968.0,Rolando,Arrojo,215.0,76.0,R,R,1998-04-01
arroybr01,1977.0,Bronson,Arroyo,185.0,75.0,R,R,2000-06-12
arroyfe01,1952.0,Fernando,Arroyo,180.0,74.0,R,R,1975-06-28
asadora01,1962.0,Randy,Asadoor,185.0,73.0,R,R,1986-09-14
ascanjo01,1985.0,Jose,Ascanio,195.0,71.0,R,R,2007-07-13
ascheco01,1990.0,Cody,Asche,200.0,73.0,L,R,2013-07-30
asencmi01,1980.0,Miguel,Asencio,190.0,74.0,R,R,2002-04-06
ashbyal01,1951.0,Alan,Ashby,185.0,74.0,B,R,1973-07-03
ashbyan01,1967.0,Andy,Ashby,180.0,73.0,R,R,1991-06-10
asheral01,1991.0,Alec,Asher,230.0,76.0,R,R,2015-08-30
ashlebi01,1970.0,Billy,Ashley,220.0,79.0,R,R,1992-09-01
ashlene01,1984.0,Nevin,Ashley,215.0,73.0,R,R,2015-09-09
assenpa01,1960.0,Paul,Assenmacher,195.0,75.0,L,L,1986-04-12
astacez01,1979.0,Ezequiel,Astacio,200.0,75.0,R,R,2005-05-03
astacpe01,1968.0,Pedro,Astacio,174.0,74.0,R,R,1992-07-03
atchisc01,1976.0,Scott,Atchison,200.0,74.0,R,R,2004-07-31
atchlju01,1973.0,Justin,Atchley,215.0,75.0,L,L,2001-04-07
atherke01,1959.0,Keith,Atherton,200.0,76.0,R,R,1983-07-14
atilalu01,1985.0,Luis,Atilano,220.0,74.0,R,R,2010-04-23
atkinga01,1979.0,Garrett,Atkins,190.0,74.0,R,R,2003-08-03
atkinmi01,1985.0,Mitch,Atkins,225.0,76.0,R,R,2009-07-29
aubremi01,1982.0,Michael,Aubrey,190.0,72.0,L,L,2008-05-17
aucoide01,1970.0,Derek,Aucoin,235.0,79.0,R,R,1996-05-21
auderi01,1971.0,Rich,Aude,180.0,77.0,R,R,1993-09-09
augenbr01,1986.0,Bryan,Augenstein,230.0,78.0,R,R,2009-05-13
augusdo01,1963.0,Don,August,190.0,75.0,R,R,1988-06-02
aumonph01,1989.0,Phillippe,Aumont,240.0,79.0,L,R,2012-08-23
aurilri01,1971.0,Rich,Aurilia,170.0,72.0,R,R,1995-09-06
ausanjo01,1965.0,Joe,Ausanio,205.0,73.0,R,R,1994-07-14
ausmubr01,1969.0,Brad,Ausmus,190.0,71.0,R,R,1993-07-28
austije01,1976.0,Jeff,Austin,185.0,72.0,R,R,2001-06-26
austiji02,1963.0,Jim,Austin,200.0,74.0,R,R,1991-07-04
avenbr01,1972.0,Bruce,Aven,180.0,69.0,R,R,1997-08-27
averyst01,1970.0,Steve,Avery,180.0,76.0,L,L,1990-06-13
averyxa01,1990.0,Xavier,Avery,190.0,72.0,L,L,2012-05-13
avilaal01,1987.0,Alex,Avila,210.0,71.0,L,R,2009-08-06
avilalu01,1989.0,Luis,Avilan,220.0,74.0,L,L,2012-07-14
avilemi01,1981.0,Mike,Aviles,205.0,70.0,R,R,2008-05-29
axelrdy01,1985.0,Dylan,Axelrod,185.0,72.0,R,R,2011-09-07
axforjo01,1983.0,John,Axford,220.0,77.0,R,R,2009-09-15
ayalabe01,1951.0,Benny,Ayala,185.0,73.0,R,R,1974-08-27
ayalabo01,1969.0,Bobby,Ayala,190.0,74.0,R,R,1992-09-05
ayalalu01,1978.0,Luis,Ayala,205.0,74.0,R,R,2003-03-31
aybarer01,1984.0,Erick,Aybar,180.0,70.0,B,R,2006-05-16
aybarma01,1972.0,Manny,Aybar,165.0,73.0,R,R,1997-08-04
aybarwi01,1983.0,Willy,Aybar,205.0,71.0,B,R,2005-08-31
ayraubo01,1966.0,Bob,Ayrault,230.0,76.0,R,R,1992-06-07
ayraujo01,1971.0,Joe,Ayrault,190.0,75.0,R,R,1996-09-01
azocaos01,1965.0,Oscar,Azocar,170.0,73.0,L,L,1990-07-17
backebr01,1978.0,Brandon,Backe,182.0,72.0,R,R,2002-07-19
backmwa01,1959.0,Wally,Backman,160.0,69.0,B,R,1980-09-02
bacsimi02,1977.0,Mike,Bacsik,225.0,74.0,L,L,2001-08-05
badenbu01,1983.0,Burke,Badenhop,210.0,77.0,R,R,2008-04-09
baekch01,1980.0,Cha-Seung,Baek,190.0,76.0,R,R,2004-08-08
baergca01,1968.0,Carlos,Baerga,165.0,71.0,B,R,1990-04-14
baezbe01,1977.0,Benito,Baez,160.0,72.0,L,L,2001-08-25
baezda01,1977.0,Danys,Baez,225.0,75.0,R,R,2001-05-13
baezja01,1992.0,Javier,Baez,190.0,72.0,R,R,2014-08-05
baezke01,1967.0,Kevin,Baez,160.0,72.0,R,R,1990-09-03
baezpe01,1988.0,Pedro,Baez,230.0,72.0,R,R,2014-05-05
bagweje01,1968.0,Jeff,Bagwell,195.0,72.0,R,R,1991-04-08
bailean01,1984.0,Andrew,Bailey,235.0,75.0,R,R,2009-04-06
baileco01,1971.0,Cory,Bailey,195.0,72.0,R,R,1993-09-01
baileho02,1986.0,Homer,Bailey,225.0,76.0,R,R,2007-06-08
baileje01,1978.0,Jeff,Bailey,200.0,74.0,R,R,2007-07-06
bailema01,1961.0,Mark,Bailey,195.0,77.0,B,R,1984-04-27
bailero01,1970.0,Roger,Bailey,180.0,73.0,R,R,1995-04-27
bailesc01,1961.0,Scott,Bailes,170.0,74.0,L,L,1986-04-09
bailobo01,1951.0,Bob,Bailor,170.0,71.0,R,R,1975-09-06
baineha01,1959.0,Harold,Baines,175.0,74.0,L,L,1980-04-10
bairdo01,1949.0,Doug,Bair,170.0,72.0,R,R,1976-09-13
baislje01,1982.0,Jeff,Baisley,225.0,75.0,R,R,2008-09-09
bajenje01,1978.0,Jeff,Bajenaru,190.0,73.0,R,R,2004-09-04
bakerdo01,1961.0,Doug,Baker,165.0,69.0,B,R,1984-07-02
bakerdu01,1949.0,Dusty,Baker,183.0,74.0,R,R,1968-09-07
bakerje03,1981.0,Jeff,Baker,220.0,74.0,R,R,2005-04-04
bakerjo01,1981.0,John,Baker,215.0,73.0,L,R,2008-07-09
bakersc01,1970.0,Scott,Baker,175.0,74.0,L,L,1995-07-17
bakersc02,1981.0,Scott,Baker,215.0,76.0,R,R,2005-05-07
bakopa01,1972.0,Paul,Bako,205.0,74.0,L,R,1998-04-30
balbost01,1957.0,Steve,Balboni,225.0,75.0,R,R,1981-04-22
baldero01,1981.0,Rocco,Baldelli,190.0,76.0,R,R,2003-03-31
baldwja01,1971.0,James,Baldwin,210.0,75.0,R,R,1995-04-30
baldwje01,1965.0,Jeff,Baldwin,180.0,73.0,L,L,1990-05-22
balejo01,1974.0,John,Bale,210.0,76.0,L,L,1999-09-30
balenwl01,1984.0,Wladimir,Balentien,220.0,74.0,R,R,2007-09-04
balesco01,1986.0,Collin,Balester,190.0,76.0,R,R,2008-07-01
balfogr01,1977.0,Grant,Balfour,200.0,74.0,R,R,2001-07-22
ballaje01,1963.0,Jeff,Ballard,195.0,75.0,L,L,1987-05-09
balleja01,1960.0,Jay,Baller,215.0,78.0,R,R,1982-09-19
ballje01,1969.0,Jeff,Ball,185.0,70.0,R,R,1998-06-10
bancrfr99,1846.0,Frank,Bancroft,,,,,
bandoch01,1956.0,Chris,Bando,195.0,72.0,B,R,1981-08-13
bandyje01,1990.0,Jett,Bandy,235.0,76.0,R,R,2015-09-14
banisje01,1964.0,Jeff,Banister,200.0,74.0,R,R,1991-07-23
bankhsc01,1963.0,Scott,Bankhead,175.0,70.0,R,R,1986-05-25
banksbr01,1970.0,Brian,Banks,200.0,75.0,B,R,1996-09-09
banksjo01,1982.0,Josh,Banks,215.0,75.0,R,R,2007-09-11
bankswe01,1983.0,Wes,Bankston,215.0,76.0,R,R,2008-07-02
bankswi01,1969.0,Willie,Banks,190.0,73.0,R,R,1991-07-31
bannial01,1951.0,Alan,Bannister,170.0,71.0,R,R,1974-07-13
bannibr01,1981.0,Brian,Bannister,202.0,74.0,R,R,2006-04-05
bannifl01,1955.0,Floyd,Bannister,190.0,73.0,L,L,1977-04-19
bantzbr01,1987.0,Brandon,Bantz,205.0,73.0,R,R,2013-06-08
banuema01,1991.0,Manny,Banuelos,205.0,70.0,R,L,2015-07-02
baptitr01,1971.0,Travis,Baptist,195.0,72.0,L,L,1998-08-01
barajro01,1975.0,Rod,Barajas,250.0,74.0,R,R,1999-09-25
barbebr01,1967.0,Bret,Barberie,185.0,71.0,B,R,1991-06-16
barbebr02,1973.0,Brian,Barber,175.0,73.0,R,R,1995-08-12
barcelo01,1977.0,Lorenzo,Barcelo,230.0,76.0,R,R,2000-07-22
bardda01,1985.0,Daniel,Bard,215.0,76.0,R,R,2009-05-13
bardebr01,1981.0,Brian,Barden,190.0,71.0,R,R,2007-04-03
bardjo01,1978.0,Josh,Bard,225.0,75.0,B,R,2002-08-23
barfije01,1959.0,Jesse,Barfield,200.0,73.0,R,R,1981-09-03
barfijo01,1964.0,John,Barfield,195.0,73.0,L,L,1989-09-07
barfijo02,1982.0,Josh,Barfield,190.0,72.0,R,R,2006-04-03
bargagr01,1959.0,Greg,Bargar,185.0,74.0,R,R,1983-07-17
barkbr01,1968.0,Brian,Bark,170.0,69.0,L,L,1995-07-06
barkean01,1974.0,Andy,Barkett,205.0,73.0,L,L,2001-05-28
barkegl01,1971.0,Glen,Barker,180.0,70.0,B,R,1999-04-07
barkeke01,1975.0,Kevin,Barker,195.0,74.0,L,L,1999-08-19
barkele01,1955.0,Len,Barker,225.0,77.0,R,R,1976-09-14
barkeri01,1972.0,Richie,Barker,210.0,74.0,R,R,1999-04-25
barkese01,1980.0,Sean,Barker,220.0,75.0,R,R,2007-06-06
barklbr01,1975.0,Brian,Barkley,180.0,74.0,L,L,1998-05-28
barklje01,1959.0,Jeff,Barkley,185.0,75.0,B,R,1984-09-16
barlial99,1915.0,Al,Barlick,185.0,71.0,,,
barmecl01,1979.0,Clint,Barmes,200.0,73.0,R,R,2003-09-05
barneau01,1989.0,Austin,Barnes,185.0,70.0,R,R,2015-05-24
barnebr01,1967.0,Brian,Barnes,170.0,69.0,L,L,1990-09-14
barnebr02,1986.0,Brandon,Barnes,210.0,74.0,R,R,2012-08-07
barneda01,1985.0,Darwin,Barney,180.0,70.0,R,R,2010-08-12
barnejo01,1976.0,John,Barnes,205.0,74.0,R,R,2000-09-16
barnela01,1974.0,Larry,Barnes,195.0,73.0,L,L,2001-04-11
barnema01,1990.0,Matt,Barnes,210.0,76.0,R,R,2014-09-09
barnesc01,1987.0,Scott,Barnes,200.0,76.0,L,L,2012-05-30
barnesk01,1957.0,Skeeter,Barnes,175.0,71.0,R,R,1983-09-06
barnhtu01,1991.0,Tucker,Barnhart,190.0,71.0,B,R,2014-04-03
barnwch01,1979.0,Chris,Barnwell,180.0,70.0,R,R,2006-06-20
barojsa01,1957.0,Salome,Barojas,160.0,69.0,R,R,1982-04-11
baronda01,1983.0,Daniel,Barone,185.0,74.0,R,R,2007-08-10
baronst01,1990.0,Steve,Baron,205.0,72.0,R,R,2015-09-09
barraky01,1990.0,Kyle,Barraclough,225.0,75.0,R,R,2015-08-07
barreaa01,1988.0,Aaron,Barrett,225.0,75.0,R,R,2014-03-31
barrema02,1958.0,Marty,Barrett,175.0,70.0,R,R,1982-09-06
barremi01,1976.0,Michael,Barrett,185.0,75.0,R,R,1998-09-19
barreti01,1961.0,Tim,Barrett,185.0,73.0,L,R,1988-07-18
barreto01,1960.0,Tom,Barrett,157.0,69.0,B,R,1988-07-02
barrima01,1974.0,Manuel,Barrios,170.0,72.0,R,R,1997-09-16
barriyh01,1991.0,Yhonathan,Barrios,200.0,70.0,B,R,2015-09-24
barroed99,1868.0,Ed,Barrow,,,,,
barroto01,1966.0,Tony,Barron,185.0,72.0,R,R,1996-06-02
barryje01,1969.0,Jeff,Barry,190.0,73.0,B,R,1995-06-09
barryke01,1978.0,Kevin,Barry,235.0,74.0,R,R,2006-06-26
barteki01,1972.0,Kimera,Bartee,175.0,72.0,B,R,1996-04-03
barthji01,1984.0,Jimmy,Barthmaier,205.0,77.0,R,R,2008-06-27
bartlja01,1979.0,Jason,Bartlett,190.0,72.0,R,R,2004-08-03
bartobr01,1982.0,Brian,Barton,190.0,75.0,R,R,2008-04-01
bartocl01,1979.0,Cliff,Bartosh,175.0,74.0,L,L,2004-05-15
bartoda02,1985.0,Daric,Barton,215.0,72.0,L,R,2007-09-10
